WindowSize,Modality,F1_samples_mean,F1_samples_std,AUROC_macro_mean,AUROC_macro_std,Kappa_macro_mean,Kappa_macro_std,Hamming_loss_mean,Hamming_loss_std,AUROC_Optimistic_mean,AUROC_Optimistic_std,AUROC_Curious_mean,AUROC_Curious_std,AUROC_Confused_mean,AUROC_Confused_std,AUROC_Conflicted_mean,AUROC_Conflicted_std,AUROC_Surprised_mean,AUROC_Surprised_std,AUROC_Disengaged_mean,AUROC_Disengaged_std,AUROC_Frustrated_mean,AUROC_Frustrated_std,AUROC_None_mean,AUROC_None_std
10s,prosody,0.03944063110729777,0.05718207771713217,0.43999358247535675,0.055948403151014174,-0.009038143013315226,0.030862482699909162,0.15513819116445757,0.021638827993771276,0.5041245365451714,0.11340000951907041,0.46138411954086045,0.12553855293694832,0.4635672981097818,0.11079136564702263,0.4199692948991687,0.21188187283696278,0.4240749045078417,0.17053159432178452,0.42004183996831057,0.16505701464185213,0.3447181316213574,0.04862452748609866,,
10s,text,0.058527178987537044,0.05468332763863433,0.5808878303817684,0.06119191873416542,0.029766223491332917,0.04402859346320897,0.14397158102803265,0.02013738727751738,0.527568635068635,0.12042231267524359,0.631629785851257,0.1542140542875684,0.5684762671363979,0.0987821284167597,0.5660555835520773,0.2245574832508992,0.561382775206523,0.20721547398718096,0.6794465757317419,0.19145292146752269,0.5369383635835249,0.1159519820749716,,
10s,combined,0.03743386243386243,0.05304744067510807,0.5351146394697434,0.06942031851882273,0.01519851922673443,0.039551565957037835,0.14616629267457373,0.01768012035699791,0.550459215975089,0.16693788155780753,0.6028843323417674,0.1376267753645465,0.5563633679319955,0.10194873205376422,0.5354195632947385,0.22012519510424486,0.48246348172335013,0.2777682009131783,0.5023114779508642,0.22158684842573406,0.454649705423899,0.03080096438385986,,
