state,n_positive,feature_type,model,auroc_mean,auroc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,auroc_group_2,auroc_group_3,auroc_group_4,auroc_group_5,auroc_group_6,auroc_group_7,auroc_group_8,auroc_group_9,auroc_group_10
Optimistic,73,prosodic,LogisticRegression,0.551623193844999,0.02574537146127385,0.5292036295827472,0.01394697598505358,0.5424112595151327,0.018201776475370066,0.5178082191780822,0.026562629355705924,0.5,0.4828174603174603,0.5424242424242425,0.5480725623582767,0.574486531986532,0.6279725274725274,0.6592857142857143,0.5839826839826839,0.5683333333333334
Optimistic,73,prosodic,RandomForest,0.5415837868267968,0.024174226721763916,0.509435031099758,0.03268604471657058,0.5249773328089838,0.03129692965437068,0.49589041095890407,0.04190974942679001,0.42074074074074075,0.5122987528344671,0.631060606060606,0.46700680272108847,0.6583901515151516,0.6927074175824176,0.6257142857142858,0.5673160173160173,0.379047619047619
Optimistic,73,prosodic,SVM,0.4548132857947082,0.05856214122603985,0.5112526114140201,0.02979897626150971,0.524707345624817,0.0317609491790521,0.49863013698630143,0.02950775236786031,0.4181481481481482,0.43564058956916096,0.5777777777777777,0.43934240362811783,0.4441582491582491,0.5794239926739927,0.5660714285714286,0.4536796536796537,0.42107142857142854
Optimistic,73,transcript,LogisticRegression,0.5279226871833365,0.06822759864377716,0.515810548737373,0.05085740055752214,0.522725960945139,0.050932838007561355,0.5095890410958905,0.05298377974195539,0.44111111111111106,0.5947902494331065,0.5227272727272727,0.6789115646258503,0.46594907407407404,0.5066318681318681,0.502142857142857,0.4508658008658008,0.4935714285714285
Optimistic,73,transcript,RandomForest,0.46652279977481703,0.06700324170082561,0.4219850137681978,0.04902142274676226,0.46938256658595645,0.057461004401539284,0.38356164383561636,0.04331887205710108,0.45444444444444443,0.6530385487528344,0.557070707070707,0.6179138321995465,0.43962542087542084,0.5057225274725275,0.2989285714285714,0.5634199134199134,0.4280952380952381
Optimistic,73,transcript,SVM,0.425764683805592,0.08992623435425871,0.47565950487165776,0.06614570007236059,0.5001138790199098,0.06176918087472772,0.4547945205479452,0.07422584758435104,0.47222222222222215,0.5719614512471656,0.6118686868686869,0.4428571428571429,0.4909574915824916,0.5361172161172162,0.3482142857142857,0.46601731601731605,0.48273809523809524
Optimistic,73,combined,LogisticRegression,0.5270407205854758,0.07338546526976863,0.5040978774664339,0.06257316003147576,0.5161007875263224,0.06507228872169134,0.4931506849315069,0.0624753657588569,0.37444444444444447,0.6096825396825396,0.4664983164983165,0.6233560090702948,0.5024074074074075,0.5450119047619048,0.5857142857142856,0.49307359307359305,0.42547619047619045
Optimistic,73,combined,RandomForest,0.4702007881403641,0.05055977375713383,0.4276574038217612,0.05894332845872338,0.47668316089368723,0.0537069824546447,0.38904109589041097,0.06460178697288547,0.43981481481481477,0.6260175736961451,0.6202020202020202,0.5565759637188209,0.4365824915824916,0.6256826923076924,0.3557142857142857,0.42943722943722945,0.3470238095238095
Optimistic,73,combined,SVM,0.4374179020454119,0.0953471587224312,0.4835939680688309,0.06198560021634076,0.5046900463807533,0.06997606722863492,0.4657534246575342,0.062475365758856885,0.4688888888888889,0.5669727891156463,0.5811447811447812,0.4417233560090703,0.5109343434343434,0.5622490842490843,0.4149999999999999,0.5134199134199134,0.4807142857142857
Confused,57,prosodic,LogisticRegression,0.5286549707602338,0.06520222117781337,0.5000830793534362,0.07796202019317433,0.5049575911345027,0.05807088427134161,0.49824561403508766,0.10023057443568913,0.6183333333333334,0.4293939393939394,0.5080471380471381,0.35111111111111104,0.5078171211504545,0.5107792207792208,0.5916865079365079,0.6519999999999999,0.5022222222222222
Confused,57,prosodic,RandomForest,0.5146198830409356,0.0958016429690576,0.46434453195506376,0.03642390558133491,0.4986632415203844,0.06022109438118597,0.4385964912280702,0.0332871332649303,0.75,0.5046969696969696,0.5123400673400674,0.6133333333333333,0.5783245149911815,0.5434577922077922,0.4385218253968254,0.5226666666666666,0.5133333333333333
Confused,57,prosodic,SVM,0.41086488150200057,0.03369872828498666,0.4620744238804164,0.03549373002151235,0.4857037234956679,0.023229393750024373,0.44210526315789467,0.050115287217844556,0.5166666666666666,0.42227272727272724,0.49387205387205385,0.615,0.4427974494641161,0.4942532467532468,0.43662698412698414,0.5426666666666666,0.5733333333333333
