WindowSize,Modality,F1_samples_mean,F1_samples_std,AUROC_macro_mean,AUROC_macro_std,Kappa_macro_mean,Kappa_macro_std,Hamming_loss_mean,Hamming_loss_std,AUROC_Optimistic_mean,AUROC_Optimistic_std,AUROC_Curious_mean,AUROC_Curious_std,AUROC_Confused_mean,AUROC_Confused_std,AUROC_Conflicted_mean,AUROC_Conflicted_std,AUROC_Surprised_mean,AUROC_Surprised_std,AUROC_Disengaged_mean,AUROC_Disengaged_std,AUROC_Frustrated_mean,AUROC_Frustrated_std,AUROC_None_mean,AUROC_None_std
20s,prosody,0.0710088064254731,0.08386104924874241,0.44857422197469,0.07643010006315727,0.002935284461945693,0.03487556250582815,0.1511646324427388,0.023571589662212282,0.5095392548742222,0.16773331317410908,0.5392027081696428,0.14421288738005544,0.4375910405483699,0.10117470814022188,0.41968965649103507,0.13075498981920378,0.4846357067074022,0.16835216021994445,0.23832546739108162,0.1486769227031713,0.47508316056703154,0.0994426009680961,,
20s,text,0.026778900112233446,0.0325880163622496,0.5421549399759463,0.0828610396236355,0.0018924759263850774,0.022557099673834794,0.14954235225734586,0.017815106354615945,0.5651779033069882,0.06707790992206336,0.4333913709956518,0.22420245521066245,0.5976093332707053,0.1840396576084334,0.5472539720702566,0.20849182197964478,0.5814259163584252,0.21934271046220705,0.5402386747688361,0.14595188383546892,0.5201143838240612,0.10341454740262779,,
20s,combined,0.023326071169208422,0.027045250832134635,0.5663446612809774,0.07357784950390099,0.000601659286850855,0.02949340871463151,0.14865809388227869,0.018138533673746852,0.5439858530789904,0.11305998737486045,0.5516073601652398,0.13647093281899603,0.5992330259109547,0.12609804896167207,0.5660095905126615,0.18830992300530983,0.6341323476631551,0.24554365155994828,0.5019276221046659,0.21322068708569622,0.49488513278835866,0.08016442078569085,,
