state,n_positive,feature_type,model,auroc_mean,auroc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,auroc_group_2,auroc_group_3,auroc_group_4,auroc_group_5,auroc_group_6,auroc_group_7,auroc_group_8,auroc_group_9,auroc_group_10
Curious,52,transcript,LogisticRegression,0.4855769230769231,0.0,0.6545454545454545,0.0,0.6206896551724138,0.0,0.6923076923076923,0.0,0.8333333333333334,0.0,0.6666666666666666,0.875,0.3214285714285714,0.33333333333333337,0.2,0.75,0.75
Curious,52,transcript,RandomForest,0.3478021978021978,0.04147146138790618,0.740381028480311,0.013815004303225568,0.6289383594120437,0.00811120900999322,0.9,0.02551249838734922,0.9,0.039999999999999994,0.36666666666666664,0.6875,0.45357142857142857,0.4222222222222222,0.0,0.75,0.725
Curious,52,transcript,SVM,0.2048076923076923,0.011018161884700808,0.6666666666666666,0.0,0.6,0.0,0.75,0.0,0.11111111111111112,0.6,0.33333333333333337,0.575,0.5142857142857142,0.41666666666666663,0.2,0.125,0.4
Curious,52,combined,LogisticRegression,0.5054945054945055,0.0,0.6481481481481481,0.0,0.625,0.0,0.6730769230769231,0.0,0.7222222222222223,0.0,0.6666666666666666,0.75,0.5714285714285714,0.4722222222222222,0.2,0.875,0.875
Curious,52,combined,RandomForest,0.31208791208791214,0.0180416294293137,0.7361267341582302,0.007944377066964544,0.6246220957799905,0.003989651354672756,0.896153846153846,0.01538461538461542,0.8722222222222221,0.039999999999999994,0.2111111111111111,0.7125,0.375,0.3888888888888889,0.0,0.8,0.7
Curious,52,combined,SVM,0.21277472527472527,0.01859932718196508,0.6779661016949152,0.0,0.6060606060606061,0.0,0.7692307692307693,0.0,0.22222222222222224,0.6,0.33333333333333337,0.575,0.4999999999999999,0.41666666666666663,0.2,0.1,0.5
Disengaged,20,prosodic,LogisticRegression,0.6184999999999999,0.054465585464584874,0.6090726817042607,0.045564474990359594,0.6092929292929293,0.03640373770880558,0.61,0.058309518948453015,0.8333333333333334,,1.0,,0.688888888888889,0.5566666666666666,,0.24999999999999994,0.2
Disengaged,20,prosodic,RandomForest,0.28274999999999995,0.07097270602139952,0.1890743570155335,0.06551911584761803,0.23172161172161174,0.07423259257622417,0.15999999999999998,0.05830951894845301,0.23333333333333334,,1.0,,0.5555555555555556,0.25722222222222224,,0.6,0.0375
Disengaged,20,prosodic,SVM,0.2555,0.048493556272973,0.24958632982973752,0.1440567213559696,0.33672771672771673,0.17416494952158013,0.2,0.12247448713915891,0.4333333333333334,,0.75,,0.49722222222222223,0.3822222222222222,,0.5,0.65
Disengaged,20,transcript,LogisticRegression,0.515,0.04865696250281144,0.5413338693826498,0.029760940377132894,0.5261184780132149,0.04087743054178211,0.56,0.037416573867739396,0.4666666666666667,,0.0,,0.475,0.32055555555555554,,0.9333333333333333,0.475
Disengaged,20,transcript,RandomForest,0.36025,0.07943314799251004,0.36788124156545204,0.0618525497841984,0.3884502923976608,0.061479346094750864,0.35000000000000003,0.0632455532033676,0.3666666666666667,,0.0,,0.2986111111111111,0.2668055555555556,,0.9166666666666666,0.5875
Disengaged,20,transcript,SVM,0.246,0.03401654009448932,0.5300347007150601,0.030366723587907412,0.5156123642439432,0.026559760414274047,0.55,0.0632455532033676,0.3666666666666667,,0.0,,0.49444444444444446,0.39527777777777773,,0.16666666666666669,0.575
Disengaged,20,combined,LogisticRegression,0.44700000000000006,0.05194708846509109,0.5173055626544,0.07363248168090415,0.49286457249843985,0.070775343823727,0.55,0.09999999999999998,0.6666666666666667,,0.0,,0.43888888888888894,0.2477777777777778,,0.8166666666666668,0.2
Disengaged,20,combined,RandomForest,0.3465,0.05025808392686693,0.3474903474903475,0.049062406695443456,0.38274509803921564,0.057238783656530005,0.32,0.050990195135927854,0.5666666666666668,,0.0,,0.31805555555555554,0.33402777777777776,,0.8833333333333334,0.3125
Disengaged,20,combined,SVM,0.26125,0.05157518783291052,0.4564894564894565,0.047627506127829226,0.46622572473965657,0.05285850919644748,0.45,0.05477225575051662,0.6166666666666667,,0.0,,0.49722222222222223,0.43083333333333335,,0.4166666666666667,0.5
Conflicted,19,prosodic,LogisticRegression,0.48864265927977846,0.03488985372594744,0.46710921447763554,0.01908701922964943,0.4829721362229102,0.013949077803181196,0.4526315789473684,0.0257841025556124,0.4333333333333334,0.35777777777777775,0.06666666666666667,0.0,0.4666666666666667,,1.0,0.25,0.8
Conflicted,19,prosodic,RandomForest,0.256786703601108,0.05892924554271351,0.17925016160310278,0.076976086373676,0.2360927960927961,0.08034334998340385,0.1473684210526316,0.06982367979695578,0.6666666666666667,0.1522222222222222,0.2,0.5,0.48571428571428577,,0.8,0.0,0.0
Conflicted,19,prosodic,SVM,0.5196675900277008,0.1375881064197929,0.22177035330261136,0.09367278163823373,0.2936285936285936,0.1146449835696764,0.1789473684210526,0.07877173445839876,0.6333333333333334,0.7288888888888888,0.8666666666666666,0.5,0.41904761904761906,,0.8,0.75,1.0
Conflicted,19,transcript,LogisticRegression,0.4609418282548476,0.02505968504797482,0.4436374339600146,0.040245282497452586,0.476797385620915,0.0603505501358892,0.42105263157894735,0.057655006053175376,1.0,0.32999999999999996,0.2,0.0,0.5428571428571429,,0.0,0.375,1.0
Conflicted,19,transcript,RandomForest,0.4202216066481995,0.07208925066142997,0.3760731090142855,0.0961309296503179,0.41152194211017734,0.10330692892924218,0.34736842105263155,0.0917662935482247,1.0,0.62,0.1,0.0,0.4714285714285714,,0.0,1.0,1.0
Conflicted,19,transcript,SVM,0.21966759002770084,0.0557440940857851,0.3036788048552755,0.10839877876581855,0.3444964349376114,0.10759043808875039,0.2736842105263158,0.10734777923353231,0.0,0.5433333333333332,0.06666666666666667,0.5,0.5,,0.6,0.3125,0.0
Conflicted,19,combined,LogisticRegression,0.450415512465374,0.04035584233013699,0.4200542788778082,0.03589445320973016,0.4580392156862745,0.03969510868117512,0.3894736842105263,0.042105263157894736,1.0,0.3388888888888889,0.2,0.0,0.5238095238095238,,0.0,0.125,1.0
Conflicted,19,combined,RandomForest,0.3700831024930748,0.12476264863772554,0.2787667432828723,0.09660973448724851,0.330952380952381,0.12426655572095133,0.24210526315789474,0.07877173445839876,0.95,0.5416666666666666,0.16666666666666666,0.0,0.4023809523809524,,0.0,0.9375,1.0
Conflicted,19,combined,SVM,0.22991689750692518,0.035387743872955825,0.34508653901443276,0.07588649504912556,0.3996358543417367,0.08816295109127839,0.30526315789473685,0.06982367979695578,0.2,0.5166666666666667,0.06666666666666667,0.5,0.4904761904761905,,0.5,0.25,0.0
Surprised,16,prosodic,LogisticRegression,0.60078125,0.02665425329567497,0.5805034873583261,0.04315214573679532,0.5582142857142858,0.02735609637850938,0.6125,0.09185586535436918,1.0,0.5958333333333334,0.6666666666666666,0.0,0.5916666666666667,,1.0,,1.0
Surprised,16,prosodic,RandomForest,0.36953125,0.0696846972530555,0.4317364117364117,0.07780006004921997,0.4336335491134252,0.080193735397866,0.4375,0.08838834764831845,0.9333333333333333,0.4104166666666667,0.8888888888888888,0.5,0.175,,0.16666666666666666,,0.9
Surprised,16,prosodic,SVM,0.297265625,0.10292357222109035,0.37921824801884774,0.11770800874243242,0.47206959706959706,0.10117866604377221,0.325,0.12119199643540822,0.4,0.4708333333333333,0.7777777777777777,0.5,0.4,,0.6666666666666666,,0.0
Surprised,16,transcript,LogisticRegression,0.428125,0.09715810447731574,0.4578510436432638,0.07813092979127134,0.45472222222222225,0.08441702771302266,0.4625,0.075,1.0,0.5625,0.4444444444444444,0.0,0.475,,0.0,,0.0
Surprised,16,transcript,RandomForest,0.4546875,0.10583991403220125,0.5070360284876414,0.08330292411882786,0.5036584107327141,0.08955347087662652,0.5125,0.082915619758885,1.0,0.7250000000000001,0.2222222222222222,0.0,0.38333333333333336,,0.0,,0.2
Surprised,16,transcript,SVM,0.26015625,0.10383867633557836,0.5438526632549403,0.061980428995642135,0.5286601307189542,0.072911682607349,0.5625,0.05590169943749474,0.4,0.3125,0.8888888888888888,1.0,0.6,,0.3333333333333333,,0.2
Surprised,16,combined,LogisticRegression,0.4234375,0.10872013778217447,0.476194316436252,0.08834435152370157,0.48038220551378447,0.08563341775069093,0.475,0.1015504800579495,1.0,0.4833333333333334,0.4444444444444444,0.0,0.2833333333333333,,0.0,,0.2
Surprised,16,combined,RandomForest,0.442578125,0.11174606309480213,0.45648143128219026,0.08165485603746941,0.4537844611528822,0.06928790706348609,0.4625,0.1015504800579495,1.0,0.6333333333333334,0.3333333333333333,0.0,0.4083333333333333,,0.0,,0.1
Surprised,16,combined,SVM,0.265625,0.10382104118987634,0.5900980392156863,0.09189805126454362,0.5829831932773109,0.09789766803693994,0.6,0.09354143466934853,0.4,0.2875,0.8888888888888888,1.0,0.5666666666666667,,0.3333333333333333,,0.2
Frustrated,16,prosodic,LogisticRegression,0.4328125,0.030896437395758106,0.4765569561157797,0.03781707669808393,0.47553827751196176,0.04450998567356102,0.4875,0.07288689868556625,,0.2555555555555556,0.3333333333333333,,0.5000000000000001,0.5866666666666667,,0.8611111111111112,
Frustrated,16,prosodic,RandomForest,0.25234375,0.07518288249536924,0.16797395197395196,0.053333318077027736,0.21858585858585858,0.06558146442925815,0.1375,0.046770717334674264,,0.16111111111111112,0.4444444444444444,,0.5777777777777777,0.8266666666666668,,0.6388888888888888,
Frustrated,16,prosodic,SVM,0.28828125,0.07453264215156839,0.09350649350649351,0.002120770340072012,0.18666666666666668,0.01632993161855453,0.0625,0.0,,0.38888888888888895,0.6666666666666666,,0.5666666666666667,0.38666666666666666,,0.36111111111111116,
Frustrated,16,transcript,LogisticRegression,0.57265625,0.08535312677342288,0.529489247311828,0.07847084998651829,0.5352450980392157,0.06392585394032083,0.525,0.09354143466934853,,0.5833333333333333,0.3333333333333333,,0.6555555555555556,0.74,,0.8055555555555555,
Frustrated,16,transcript,RandomForest,0.439453125,0.09125923005544426,0.3004148778342327,0.08035437678633858,0.3560606060606061,0.07993339743631359,0.2625,0.082915619758885,,0.6055555555555555,0.0,,0.5111111111111112,0.8533333333333333,,0.9444444444444445,
Frustrated,16,transcript,SVM,0.33828125,0.10158052724624439,0.4250040636247533,0.0929602480278907,0.458329905388729,0.07903345140096334,0.4,0.10897247358851683,,0.6111111111111112,0.3333333333333333,,0.5333333333333334,0.5533333333333333,,0.05555555555555555,
Frustrated,16,combined,LogisticRegression,0.50703125,0.08217621120190442,0.3946034849260655,0.12102841019434295,0.4218029029793735,0.09497750332817811,0.375,0.14252192813739226,,0.4722222222222222,0.3333333333333333,,0.4666666666666667,0.7866666666666666,,0.8333333333333334,
Frustrated,16,combined,RandomForest,0.441015625,0.10905645577807395,0.25635897435897437,0.09187940528244556,0.3308730158730159,0.10970321170596685,0.2125,0.08477912478906587,,0.5555555555555556,0.0,,0.5666666666666667,0.7466666666666668,,0.9722222222222223,
Frustrated,16,combined,SVM,0.38046875,0.14251336286029462,0.3572916228088642,0.11262503092590444,0.4196969696969696,0.1256183190210264,0.3125,0.10458250331675945,,0.5722222222222222,0.3333333333333333,,0.5333333333333334,0.6333333333333333,,0.3888888888888889,
