state,n_positive,feature_type,model,auroc_mean,auroc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
Conflicted,19,prosodic,LogisticRegression,0.3850415512465374,0.07099199326156831,0.43594633864210247,0.09464330619586644,0.42314073226544624,0.07373715798112515,0.4526315789473684,0.11815760168759815
Conflicted,19,prosodic,RandomForest,0.4152354570637119,0.10837505411565264,0.436907686907687,0.07400653839679287,0.44932712215320914,0.07281495792571938,0.43157894736842106,0.09055079228465923
Conflicted,19,prosodic,SVM,0.522437673130194,0.1197445120579027,0.4378658037194622,0.09421737545610748,0.4283660130718955,0.08582931281635614,0.4526315789473684,0.11337189067651587
Conflicted,19,transcript,LogisticRegression,0.4554016620498615,0.07956650840685332,0.41622926093514323,0.10773419383076233,0.46939393939393936,0.10516679654919003,0.3789473684210526,0.11239029738980327
Conflicted,19,transcript,RandomForest,0.3739612188365651,0.10846564505492567,0.31247657683763164,0.152059939568974,0.4181041181041182,0.21362906332157092,0.25263157894736843,0.12185091476621289
Conflicted,19,transcript,SVM,0.48531855955678677,0.0927609800089488,0.31552315963606287,0.1525047927866345,0.3670862470862471,0.12450698466616464,0.28421052631578947,0.17487629185090686
Conflicted,19,combined,LogisticRegression,0.41939058171745147,0.08560587661703575,0.39032730552694256,0.09421866667434996,0.44069434521446904,0.07972261430092008,0.3578947368421052,0.10734777923353231
Conflicted,19,combined,RandomForest,0.3775623268698061,0.12776540990935908,0.3387621607782898,0.0901963586997101,0.40430721239544776,0.08872580288637512,0.29473684210526313,0.0917662935482247
Conflicted,19,combined,SVM,0.4745152354570637,0.08272119356968578,0.32588235294117646,0.13847163775902926,0.35736263736263735,0.1091436429474996,0.3052631578947368,0.16442630896645588
Disengaged,18,prosodic,LogisticRegression,0.42901234567901236,0.06579216096036655,0.39670506912442394,0.07968844458399604,0.43516483516483523,0.06783469212969724,0.36666666666666664,0.090267093384844
Disengaged,18,prosodic,RandomForest,0.42592592592592593,0.1375414750877111,0.30097072879330944,0.12361452752837439,0.36800976800976803,0.14135331852636618,0.2555555555555556,0.10886621079036347
Disengaged,18,prosodic,SVM,0.4049382716049383,0.200597339939325,0.35769423558897245,0.17349980626857722,0.3619607843137255,0.1624038472810537,0.3555555555555555,0.18459164139817943
Disengaged,18,transcript,LogisticRegression,0.5555555555555556,0.07190761910332577,0.503984162579988,0.06775397186103616,0.5498567119155354,0.0577096081080269,0.4666666666666666,0.07535922203472521
Disengaged,18,transcript,RandomForest,0.45216049382716045,0.09160481348365927,0.405653804852915,0.08469581801959994,0.47959550253667904,0.11941948635539291,0.3555555555555555,0.07535922203472521
Disengaged,18,transcript,SVM,0.29876543209876544,0.0901826289765416,0.4094617770479839,0.05373708629284899,0.5661616161616162,0.04432951163129634,0.32222222222222224,0.05443310539518174
Disengaged,18,combined,LogisticRegression,0.517283950617284,0.06452315329697907,0.43823461642721606,0.09878097905059094,0.4867970265029088,0.10468558192589116,0.4,0.09558139185602918
Disengaged,18,combined,RandomForest,0.41913580246913584,0.07319826901922243,0.33034864776800255,0.10813643745218733,0.3981900452488688,0.09245564302304958,0.28888888888888886,0.11863420280034792
Disengaged,18,combined,SVM,0.2901234567901235,0.08741163587456385,0.405238726790451,0.050100402082439675,0.5318181818181819,0.11096868741576094,0.33333333333333337,0.049690399499995326
Frustrated,16,prosodic,LogisticRegression,0.30546875,0.03354829773997483,0.34270353302611367,0.0610787921603924,0.38142857142857145,0.05238960967419074,0.3125,0.06846531968814576
Frustrated,16,prosodic,RandomForest,0.31484375,0.08363754693803795,0.2478988603988604,0.11716861935398964,0.31386363636363634,0.1299324363526249,0.2125,0.12247448713915891
Frustrated,16,prosodic,SVM,0.452734375,0.14221325316228442,0.20076195668399563,0.14863047542054594,0.2770782159017453,0.20945218333024762,0.175,0.15
Frustrated,16,transcript,LogisticRegression,0.45625,0.1270678568103476,0.45049810246679317,0.049893510420036445,0.4686111111111111,0.07665660159373905,0.4375,0.03952847075210474
Frustrated,16,transcript,RandomForest,0.323046875,0.07512400230722702,0.3707186322804984,0.09151091577324023,0.37035216245742564,0.07727947615428513,0.375,0.11180339887498948
Frustrated,16,transcript,SVM,0.32890625,0.16336159805397962,0.36036095028030507,0.10895670905137053,0.4129545454545454,0.1259583100385544,0.325,0.10752906583803283
Frustrated,16,combined,LogisticRegression,0.38828125,0.10852347096365837,0.3831691297208538,0.13460730722878814,0.42527472527472526,0.16977399611623592,0.35,0.10897247358851683
Frustrated,16,combined,RandomForest,0.315234375,0.08942326876207193,0.329119662873278,0.10149974441870685,0.37258547008547016,0.09352521875130454,0.3,0.10752906583803283
Frustrated,16,combined,SVM,0.32421875,0.15441797067688964,0.2789085457271364,0.18194007680800625,0.32112332112332115,0.18665430929080506,0.25,0.17230060940112776
Surprised,15,prosodic,LogisticRegression,0.447111111111111,0.07968332384360874,0.4790191964135235,0.09734720456873212,0.4676704014939309,0.09130064123389507,0.49333333333333335,0.1083205120618128
Surprised,15,prosodic,RandomForest,0.33377777777777784,0.1719971288878946,0.3791575091575091,0.10465581284992592,0.39031399972576447,0.11785635079122843,0.37333333333333335,0.09977753031397177
Surprised,15,prosodic,SVM,0.5493333333333333,0.11526801832851434,0.3309350132625995,0.01708264514211624,0.34583651642475177,0.025981439646595182,0.31999999999999995,0.026666666666666658
Surprised,15,transcript,LogisticRegression,0.48,0.17515848203030446,0.543152348916106,0.11962511367635614,0.5063510491916065,0.11242480863683753,0.5866666666666667,0.12927146286443544
Surprised,15,transcript,RandomForest,0.42000000000000004,0.0827072779576289,0.46547544409613373,0.10546920578929218,0.45348272642390286,0.10016153594018333,0.48,0.11469767022723501
Surprised,15,transcript,SVM,0.37377777777777776,0.18267910203684398,0.5061196536456629,0.054266830268224216,0.49568922305764407,0.05798751367980381,0.5199999999999999,0.06531972647421808
Surprised,15,combined,LogisticRegression,0.4800000000000001,0.18105861543219154,0.559469696969697,0.0816426287218248,0.51577964519141,0.08627895591229136,0.6133333333333333,0.07774602526460399
Surprised,15,combined,RandomForest,0.38799999999999996,0.10252708163766194,0.4506736080011942,0.08931492673745807,0.4513395101630396,0.09707290387497122,0.4533333333333333,0.08844332774281066
Surprised,15,combined,SVM,0.4213333333333334,0.1591433859258707,0.45354097144975897,0.0884080649220429,0.4457051282051282,0.07714913365127744,0.4666666666666667,0.1115546702045434
